rnaID,geneID,ENTREZ
rna27571,gene12030,552100
rna4956,gene2132,552101
rna4957,gene2132,552101
rna9809,gene4166,552102
rna10199,gene4330,552103
rna13902,gene6019,552104
rna4038,gene1693,552105
rna10726,gene4574,552106
rna22112,gene9565,552108
rna22113,gene9565,552108
rna22114,gene9565,552108
rna26267,gene11375,552109
rna26268,gene11375,552109
rna26269,gene11375,552109
rna22724,gene9864,552110
rna12344,gene5337,552112
rna27983,gene12203,552113
rna27982,gene12203,552113
rna27981,gene12203,552113
rna27980,gene12203,552113
rna27230,gene11857,552114
rna11346,gene4857,552115
rna24904,gene10806,552116
rna896,gene414,552117
rna1579,gene692,552118
rna1578,gene692,552118
rna22606,gene9811,552121
rna22607,gene9811,552121
rna25756,gene11156,552122
rna25757,gene11156,552122
rna25758,gene11156,552122
rna25759,gene11156,552122
rna25760,gene11156,552122
rna25761,gene11156,552122
rna26425,gene11469,552123
rna4953,gene2131,552124
rna4954,gene2131,552124
rna4955,gene2131,552124
rna14367,gene6230,552125
rna10724,gene4573,552127
rna10725,gene4573,552127
rna2944,gene1211,552128
rna3838,gene1615,552129
rna13776,gene5987,552130
rna18385,gene7949,552134
rna8368,gene3521,552138
rna6029,gene2534,552139
rna1576,gene690,552140
rna2778,gene1150,552141
rna3098,gene1289,552142
rna3096,gene1289,552142
rna3097,gene1289,552142
rna3095,gene1289,552142
rna3094,gene1289,552142
rna3099,gene1289,552142
rna3101,gene1289,552142
rna3100,gene1289,552142
rna18955,gene8221,552143
rna18606,gene8069,552144
rna18607,gene8069,552144
rna20992,gene9103,552145
rna23479,gene10182,552146
rna23478,gene10182,552146
rna23477,gene10182,552146
rna6810,gene2858,552147
rna6040,gene2542,552148
rna6039,gene2542,552148
rna7537,gene3166,552149
rna7536,gene3166,552149
rna14366,gene6229,552150
rna15522,gene6732,552151
rna13616,gene5913,552152
rna2946,gene1212,552153
rna2945,gene1212,552153
rna20316,gene8824,552154
rna26113,gene11302,552155
rna22109,gene9563,552156
rna13777,gene5988,552157
rna13778,gene5988,552157
rna13779,gene5988,552157
rna13780,gene5988,552157
rna13782,gene5988,552157
rna13781,gene5988,552157
rna13783,gene5988,552157
rna13784,gene5988,552157
rna12796,gene5536,552159
rna9454,gene3973,552161
rna347,gene162,552162
rna297,gene133,552163
rna296,gene133,552163
rna298,gene133,552163
rna1969,gene835,552166
rna2780,gene1151,552167
rna2779,gene1151,552167
rna18953,gene8220,552169
rna18954,gene8220,552169
rna22609,gene9813,552170
rna8101,gene3418,552171
rna8102,gene3418,552171
rna8106,gene3418,552171
rna8107,gene3418,552171
rna8103,gene3418,552171
rna8104,gene3418,552171
rna8105,gene3418,552171
rna14365,gene6228,552172
rna17315,gene7485,552173
rna5855,gene2433,552175
rna15087,gene6537,552177
rna15086,gene6537,552177
rna15085,gene6537,552177
rna15084,gene6537,552177
rna15083,gene6537,552177
rna15082,gene6537,552177
rna15081,gene6537,552177
rna15079,gene6537,552177
rna15080,gene6537,552177
rna22716,gene9860,552178
rna22717,gene9860,552178
rna16349,gene7088,552180
rna3688,gene1544,552181
rna9458,gene3975,552182
rna9457,gene3975,552182
rna5389,gene2288,552183
rna3498,gene1445,552185
rna3500,gene1445,552185
rna3499,gene1445,552185
rna2267,gene957,552186
rna2268,gene957,552186
rna866,gene396,552187
rna18949,gene8217,552189
rna18948,gene8217,552189
rna22976,gene9958,552190
rna22977,gene9958,552190
rna23482,gene10184,552191
rna23481,gene10184,552191
rna6804,gene2856,552192
rna6805,gene2856,552192
rna6502,gene2735,552193
rna9322,gene3924,552194
rna9321,gene3924,552194
rna9320,gene3924,552194
rna9833,gene4171,552195
rna9834,gene4171,552195
rna9835,gene4171,552195
rna9836,gene4171,552195
rna9837,gene4171,552195
rna9838,gene4171,552195
rna10372,gene4413,552196
rna3542,gene1475,552197
rna3543,gene1475,552197
rna10720,gene4570,552198
rna5885,gene2452,552200
rna5886,gene2452,552200
rna27155,gene11826,552201
rna27156,gene11826,552201
rna3925,gene1636,552202
rna3927,gene1636,552202
rna3926,gene1636,552202
rna3928,gene1636,552202
rna12223,gene5278,552204
rna27511,gene11997,552205
rna27510,gene11997,552205
rna27509,gene11997,552205
rna27508,gene11997,552205
rna864,gene395,552206
rna865,gene395,552206
rna23489,gene10185,552209
rna23488,gene10185,552209
rna23487,gene10185,552209
rna23486,gene10185,552209
rna23485,gene10185,552209
rna23484,gene10185,552209
rna23483,gene10185,552209
rna23952,gene10367,552210
rna5132,gene2198,552211
rna9319,gene3923,552213
rna9318,gene3923,552213
rna15252,gene6618,552214
rna15922,gene6890,552215
rna17214,gene7435,552216
rna17033,gene7340,552217
rna17034,gene7340,552217
rna2311,gene972,552221
rna2312,gene972,552221
rna2313,gene972,552221
rna2314,gene972,552221
rna2315,gene972,552221
rna2316,gene972,552221
rna2317,gene972,552221
rna2318,gene972,552221
rna2319,gene972,552221
rna2320,gene972,552221
rna2321,gene972,552221
rna2322,gene972,552221
rna2323,gene972,552221
rna2324,gene972,552221
rna16347,gene7086,552223
rna12652,gene5469,552224
rna18397,gene7955,552225
rna9460,gene3977,552227
rna16737,gene7231,552228
rna16736,gene7231,552228
rna1976,gene841,552229
rna21819,gene9459,552231
rna21818,gene9459,552231
rna20986,gene9100,552232
rna20987,gene9100,552232
rna20988,gene9100,552232
rna20989,gene9100,552232
rna5987,gene2513,552234
rna17217,gene7436,552235
rna17215,gene7436,552235
rna17216,gene7436,552235
rna10714,gene4567,552236
rna10715,gene4567,552236
rna27204,gene11845,552237
rna28223,gene12308,552238
rna15933,gene6896,552239
rna15934,gene6896,552239
rna15935,gene6896,552239
rna5854,gene2432,552241
rna15093,gene6541,552242
rna2306,gene971,552243
rna2307,gene971,552243
rna2308,gene971,552243
rna2309,gene971,552243
rna2310,gene971,552243
rna2300,gene971,552243
rna2301,gene971,552243
rna2302,gene971,552243
rna2303,gene971,552243
rna2304,gene971,552243
rna2305,gene971,552243
rna2299,gene971,552243
rna2298,gene971,552243
rna2296,gene971,552243
rna2297,gene971,552243
rna2292,gene971,552243
rna2293,gene971,552243
rna2294,gene971,552243
rna2295,gene971,552243
rna2291,gene971,552243
rna12689,gene5489,552244
rna12690,gene5489,552244
rna12691,gene5489,552244
rna12692,gene5489,552244
rna12693,gene5489,552244
rna12694,gene5489,552244
rna12695,gene5489,552244
rna12696,gene5489,552244
rna12697,gene5489,552244
rna17256,gene7454,552245
rna18398,gene7956,552246
rna18399,gene7956,552246
rna22483,gene9744,552247
rna22484,gene9744,552247
rna22482,gene9744,552247
rna22481,gene9744,552247
rna22480,gene9744,552247
rna8757,gene3701,552249
rna8756,gene3701,552249
rna2792,gene1156,552251
rna19143,gene8304,552253
rna21822,gene9460,552254
rna21821,gene9460,552254
rna21820,gene9460,552254
rna23493,gene10187,552255
rna23494,gene10187,552255
rna23497,gene10187,552255
rna23495,gene10187,552255
rna23496,gene10187,552255
rna23498,gene10187,552255
rna23500,gene10187,552255
rna23499,gene10187,552255
rna23507,gene10187,552255
rna23505,gene10187,552255
rna23506,gene10187,552255
rna23504,gene10187,552255
rna23503,gene10187,552255
rna23502,gene10187,552255
rna23501,gene10187,552255
rna23699,gene10290,552256
rna26402,gene11461,552257
rna26403,gene11461,552257
rna26404,gene11461,552257
rna26152,gene11318,552258
rna26154,gene11318,552258
rna26153,gene11318,552258
rna26155,gene11318,552258
rna13868,gene6009,552259
rna3537,gene1472,552260
rna24766,gene10740,552261
rna14633,gene6337,552263
rna2288,gene968,552264
rna22707,gene9855,552265
rna22708,gene9855,552265
rna22706,gene9855,552265
rna22700,gene9855,552265
rna22701,gene9855,552265
rna22702,gene9855,552265
rna22699,gene9855,552265
rna22703,gene9855,552265
rna22709,gene9855,552265
rna22704,gene9855,552265
rna22705,gene9855,552265
rna11409,gene4884,552266
rna12809,gene5539,552267
rna22478,gene9743,552268
rna22479,gene9743,552268
rna12955,gene5614,552272
rna16594,gene7176,552273
rna16593,gene7176,552273
rna3487,gene1438,552274
rna19142,gene8303,552275
rna19141,gene8303,552275
rna18939,gene8212,552276
rna18940,gene8212,552276
rna5140,gene2202,552277
rna6788,gene2850,552278
rna6789,gene2850,552278
rna6790,gene2850,552278
rna6791,gene2850,552278
rna6792,gene2850,552278
rna6793,gene2850,552278
rna14906,gene6465,552279
rna14905,gene6465,552279
rna5873,gene2443,552280
rna16533,gene7146,552281
rna21106,gene9148,552282
rna7779,gene3271,552283
rna16178,gene7005,552284
rna16179,gene7005,552284
rna16180,gene7005,552284
rna16181,gene7005,552284
rna12931,gene5606,552285
rna12932,gene5606,552285
rna12933,gene5606,552285
rna12934,gene5606,552285
rna12935,gene5606,552285
rna12936,gene5606,552285
rna12937,gene5606,552285
rna22689,gene9854,552286
rna22697,gene9854,552286
rna22698,gene9854,552286
rna22694,gene9854,552286
rna22695,gene9854,552286
rna22696,gene9854,552286
rna22693,gene9854,552286
rna22692,gene9854,552286
rna22690,gene9854,552286
rna22691,gene9854,552286
rna12815,gene5544,552287
rna27976,gene12200,552288
rna17260,gene7458,552289
rna17261,gene7458,552289
rna17262,gene7458,552289
rna17263,gene7458,552289
rna17264,gene7458,552289
rna16340,gene7081,552290
rna16339,gene7081,552290
rna16596,gene7178,552291
rna16597,gene7178,552291
rna3953,gene1649,552292
rna3952,gene1649,552292
rna8754,gene3699,552293
rna857,gene391,552294
rna858,gene391,552294
rna859,gene391,552294
rna860,gene391,552294
rna21284,gene9234,552295
rna5978,gene2508,552297
rna5977,gene2508,552297
rna10800,gene4602,552299
rna10801,gene4602,552299
rna11343,gene4855,552301
rna21107,gene9149,552303
rna21108,gene9149,552303
rna21109,gene9149,552303
rna7780,gene3272,552304
rna7781,gene3272,552304
rna12292,gene5308,552305
rna11411,gene4886,552306
rna4251,gene1784,552307
rna20418,gene8868,552308
rna20417,gene8868,552308
rna20416,gene8868,552308
rna20668,gene8968,552309
rna20669,gene8968,552309
rna16338,gene7080,552310
rna5406,gene2296,552311
rna5407,gene2296,552311
rna27218,gene11853,552312
rna27219,gene11853,552312
rna20429,gene8873,552313
rna12238,gene5284,552314
rna3484,gene1436,552315
rna856,gene390,552316
rna22997,gene9964,552317
rna22998,gene9964,552317
rna27543,gene12015,552318
rna27544,gene12015,552318
rna5589,gene2365,552319
rna5149,gene2205,552320
rna5148,gene2205,552320
rna5147,gene2205,552320
rna5146,gene2205,552320
rna9236,gene3896,552322
rna10353,gene4407,552323
rna10802,gene4603,552324
rna10969,gene4688,552325
rna10970,gene4688,552325
rna16676,gene7222,552326
rna12293,gene5309,552327
rna27446,gene11970,552328
rna22646,gene9829,552329
rna18337,gene7928,552330
rna18335,gene7928,552330
rna18336,gene7928,552330
rna18334,gene7928,552330
rna18343,gene7928,552330
rna18344,gene7928,552330
rna18342,gene7928,552330
rna18338,gene7928,552330
rna18339,gene7928,552330
rna18340,gene7928,552330
rna18341,gene7928,552330
rna12239,gene5285,552331
rna2803,gene1160,552332
rna27542,gene12014,552334
rna9237,gene3897,552336
rna17233,gene7443,552340
rna17232,gene7443,552340
rna17231,gene7443,552340
rna17205,gene7429,552341
rna11473,gene4912,552342
rna3796,gene1594,552343
rna17278,gene7465,552345
rna17279,gene7465,552345
rna17280,gene7465,552345
rna4252,gene1785,552346
rna22647,gene9830,552347
rna22648,gene9830,552347
rna22649,gene9830,552347
rna22650,gene9830,552347
rna20198,gene8774,552348
rna27263,gene11887,552350
rna13221,gene5733,552351
rna18909,gene8207,552353
rna23991,gene10388,552354
rna25681,gene11127,552355
rna25682,gene11127,552355
rna10220,gene4343,552357
rna10221,gene4343,552357
rna10222,gene4343,552357
rna14892,gene6460,552358
rna14893,gene6460,552358
rna17796,gene7707,552359
rna19174,gene8319,552360
rna24690,gene10700,552361
rna24691,gene10700,552361
rna13004,gene5638,552362
rna13005,gene5638,552362
rna12298,gene5312,552363
rna3774,gene1583,552364
rna3773,gene1583,552364
rna3772,gene1583,552364
rna4651,gene1990,552365
rna426,gene194,552366
rna20425,gene8871,552367
rna20426,gene8871,552367
rna3795,gene1593,552370
rna1707,gene743,552371
rna1705,gene743,552371
rna1706,gene743,552371
rna1704,gene743,552371
rna1703,gene743,552371
rna3480,gene1433,552372
rna24676,gene10693,552373
rna1651,gene715,552374
rna1650,gene715,552374
rna1649,gene715,552374
rna1648,gene715,552374
rna21839,gene9466,552375
rna21840,gene9466,552375
rna21841,gene9466,552375
rna21842,gene9466,552375
rna21843,gene9466,552375
rna21844,gene9466,552375
rna23983,gene10386,552377
rna23984,gene10386,552377
rna23985,gene10386,552377
rna23986,gene10386,552377
rna23987,gene10386,552377
rna23988,gene10386,552377
rna23989,gene10386,552377
rna25680,gene11126,552378
rna9249,gene3902,552379
rna10224,gene4345,552381
rna10225,gene4345,552381
rna10338,gene4400,552382
rna10339,gene4400,552382
rna10806,gene4606,552383
rna17790,gene7704,552384
rna16944,gene7315,552386
rna16943,gene7315,552386
rna12299,gene5313,552387
rna5413,gene2302,552391
rna18326,gene7924,552392
rna14816,gene6424,552393
rna1080,gene483,552395
rna23020,gene9972,552397
rna23021,gene9972,552397
rna23022,gene9972,552397
rna23527,gene10197,552398
rna23526,gene10197,552398
rna6540,gene2754,552399
rna6541,gene2754,552399
rna14890,gene6459,552400
rna14891,gene6459,552400
rna16945,gene7316,552401
rna9516,gene4007,552402
rna9515,gene4007,552402
rna17212,gene7433,552403
rna4258,gene1789,552405
rna4259,gene1789,552405
rna20192,gene8771,552407
rna23529,gene10198,552409
rna26954,gene11735,552410
rna7480,gene3143,552412
rna10228,gene4348,552413
rna16946,gene7317,552414
rna16947,gene7317,552414
rna16948,gene7317,552414
rna16949,gene7317,552414
rna24684,gene10696,552415
rna24685,gene10696,552415
rna7809,gene3281,552417
rna7810,gene3281,552417
rna7808,gene3281,552417
rna7807,gene3281,552417
rna3747,gene1572,552418
rna3748,gene1572,552418
rna3749,gene1572,552418
rna12853,gene5568,552419
rna12854,gene5568,552419
rna12852,gene5568,552419
rna12850,gene5568,552419
rna12851,gene5568,552419
rna12849,gene5568,552419
rna12848,gene5568,552419
rna11118,gene4756,552420
rna11119,gene4756,552420
rna11120,gene4756,552420
rna17287,gene7469,552421
rna17286,gene7469,552421
rna17284,gene7469,552421
rna17285,gene7469,552421
rna17288,gene7469,552421
rna17289,gene7469,552421
rna4260,gene1790,552422
rna24670,gene10691,552424
rna1076,gene481,552425
rna1075,gene481,552425
rna3267,gene1365,552426
rna3268,gene1365,552426
rna3269,gene1365,552426
rna3270,gene1365,552426
rna3271,gene1365,552426
rna9287,gene3907,552428
rna8748,gene3693,552429
rna10810,gene4608,552430
rna15661,gene6791,552431
rna15662,gene6791,552431
rna15659,gene6791,552431
rna15660,gene6791,552431
rna15663,gene6791,552431
rna15955,gene6906,552432
rna15956,gene6906,552432
rna16951,gene7319,552433
rna3718,gene1556,552434
rna3522,gene1460,552435
rna13569,gene5893,552437
rna13570,gene5893,552437
rna11117,gene4755,552439
rna1899,gene807,552440
rna10152,gene4311,552441
rna17241,gene7448,552442
rna24464,gene10595,552443
rna14657,gene6347,552444
rna14656,gene6347,552444
rna24668,gene10689,552445
rna21874,gene9476,552446
rna20956,gene9085,552447
rna27534,gene12008,552448
rna10331,gene4396,552449
rna10812,gene4610,552450
rna7863,gene3303,552451
rna26282,gene11385,552452
rna26283,gene11385,552452
rna3756,gene1575,552453
rna12857,gene5571,552455
rna12858,gene5571,552455
rna12859,gene5571,552455
rna12860,gene5571,552455
rna1072,gene479,552457
rna18887,gene8196,552458
rna21875,gene9477,552459
rna21876,gene9477,552459
rna21877,gene9477,552459
rna21878,gene9477,552459
rna21879,gene9477,552459
rna21880,gene9477,552459
rna21881,gene9477,552459
rna21882,gene9477,552459
rna21883,gene9477,552459
rna21884,gene9477,552459
rna21885,gene9477,552459
rna21886,gene9477,552459
rna21887,gene9477,552459
rna20955,gene9084,552460
rna26950,gene11732,552461
rna16953,gene7321,552462
rna16590,gene7174,552467
rna16589,gene7174,552467
rna19774,gene8591,552468
rna19772,gene8591,552468
rna19773,gene8591,552468
rna19771,gene8591,552468
rna19193,gene8332,552469
rna19194,gene8332,552469
rna27354,gene11926,552470
rna4270,gene1794,552471
rna12872,gene5574,552472
rna1737,gene756,552473
rna1739,gene756,552473
rna1738,gene756,552473
rna9179,gene3867,552475
rna9180,gene3867,552475
rna16915,gene7301,552476
rna24469,gene10599,552477
rna24470,gene10599,552477
rna25961,gene11241,552478
rna26098,gene11293,552479
rna26095,gene11293,552479
rna26096,gene11293,552479
rna26097,gene11293,552479
rna20344,gene8841,552480
rna27355,gene11927,552481
rna20461,gene8884,552482
rna4271,gene1795,552483
rna16548,gene7159,552484
rna25295,gene10975,552485
rna9901,gene4197,552486
rna17779,gene7698,552487
rna22273,gene9636,552488
rna22274,gene9636,552488
rna22275,gene9636,552488
rna22276,gene9636,552488
rna22277,gene9636,552488
rna22278,gene9636,552488
rna6464,gene2720,552489
rna6465,gene2720,552489
rna6466,gene2720,552489
rna27945,gene12184,552490
rna13107,gene5684,552491
rna13110,gene5684,552491
rna13111,gene5684,552491
rna13109,gene5684,552491
rna13108,gene5684,552491
rna25002,gene10846,552492
rna25003,gene10846,552492
